,Unnamed: 0,Team 1,Team 2,Winner,Year
2270,2270,Wisconsin,North Carolina,Wisconsin,2021
2271,2271,Abl Christian,Texas,Abl Christian,2021
2272,2272,Alabama,Iona,Alabama,2021
2273,2273,Colorado,Georgetown,Colorado,2021
2274,2274,Creighton,UCSB,Creighton,2021
2275,2275,Florida St,NC Greensboro,Florida St,2021
2276,2276,Gonzaga,Norfolk St,Gonzaga,2021
2277,2277,Iowa,Grand Canyon,Iowa,2021
2278,2278,Kansas,E Washington,Kansas,2021
2279,2279,LSU,St Bonaventure,LSU,2021
2280,2280,Maryland,UConn,Maryland,2021
2281,2281,Michigan,Texas So,Michigan,2021
2282,2282,Ohio,Virginia,Ohio,2021
2283,2283,Oklahoma,Missouri,Oklahoma,2021
2284,2284,UCLA,BYU,UCLA,2021
2285,2285,USC,Drake,USC,2021
2286,2286,Arkansas,Texas Tech,Arkansas,2021
2287,2287,Baylor,Wisconsin,Baylor,2021
2288,2288,Houston,Rutgers,Houston,2021
2289,2289,Loyola Chi,Illinois,Loyola Chi,2021
2290,2290,Oral Roberts,Florida,Oral Roberts,2021
2291,2291,Oregon St,Oklahoma St,Oregon St,2021
2292,2292,Syracuse,West Virginia,Syracuse,2021
2293,2293,Villanova,N Texas,Villanova,2021
2294,2294,Alabama,Maryland,Alabama,2021
2295,2295,Creighton,Ohio,Creighton,2021
2296,2296,Florida St,Colorado,Florida St,2021
2297,2297,Gonzaga,Oklahoma,Gonzaga,2021
2298,2298,Michigan,LSU,Michigan,2021
2299,2299,Oregon,Iowa,Oregon,2021
2300,2300,UCLA,Abl Christian,UCLA,2021
2301,2301,USC,Kansas,USC,2021
2302,2302,Arkansas,Oral Roberts,Arkansas,2021
2303,2303,Baylor,Villanova,Baylor,2021
2304,2304,Houston,Syracuse,Houston,2021
2305,2305,Oregon St,Loyola Chi,Oregon St,2021
2306,2306,Gonzaga,Creighton,Gonzaga,2021
2307,2307,Michigan,Florida St,Michigan,2021
2308,2308,UCLA,Alabama,UCLA,2021
2309,2309,USC,Oregon,USC,2021
2310,2310,Baylor,Arkansas,Baylor,2021
2311,2311,Houston,Oregon St,Houston,2021
2312,2312,Gonzaga,USC,Gonzaga,2021
2313,2313,UCLA,Michigan,UCLA,2021
2314,2314,Baylor,Houston,Baylor,2021
2315,2315,Gonzaga,UCLA,Gonzaga,2021
2316,2316,Baylor,Gonzaga,Baylor,2021
2317,2317,Indiana,Wyoming,Indiana,2022
2318,2318,Texas So,Texas A&M-CC,Texas So,2022
2319,2319,Notre Dame,Rutgers,Notre Dame,2022
2320,2320,Wright St,Bryant,Wright St,2022
2321,2321,Arkansas,Vermont,Arkansas,2022
2322,2322,Baylor,Norfolk St,Baylor,2022
2323,2323,Creighton,San Diego St,Creighton,2022
2324,2324,Gonzaga,Georgia St,Gonzaga,2022
2325,2325,Kansas,Texas So,Kansas,2022
2326,2326,Memphis,Boise St,Memphis,2022
2327,2327,Michigan,Colorado St,Michigan,2022
2328,2328,Murray St,San Francisco,Murray St,2022
2329,2329,New Mexico St,UConn,New Mexico St,2022
2330,2330,North Carolina,Marquette,North Carolina,2022
2331,2331,Providence,S Dakota St,Providence,2022
2332,2332,Richmond,Iowa,Richmond,2022
2333,2333,Saint Mary's,Indiana,Saint Mary's,2022
2334,2334,Saint Peter's,Kentucky,Saint Peter's,2022
2335,2335,Tennessee,Longwood,Tennessee,2022
2336,2336,UCLA,Akron,UCLA,2022
2337,2337,Arizona,Wright St,Arizona,2022
2338,2338,Auburn,Jacksonville St,Auburn,2022
2339,2339,Duke,CS Fullerton,Duke,2022
2340,2340,Houston,UAB,Houston,2022
2341,2341,Illinois,Chattanooga,Illinois,2022
2342,2342,Iowa St,LSU,Iowa St,2022
2343,2343,Miami,USC,Miami,2022
2344,2344,Michigan St,Davidson,Michigan St,2022
2345,2345,Notre Dame,Alabama,Notre Dame,2022
2346,2346,Ohio St,Loyola Chi,Ohio St,2022
2347,2347,Purdue,Yale,Purdue,2022
2348,2348,TCU,Seton Hall,TCU,2022
2349,2349,Texas,Virginia Tech,Texas,2022
2350,2350,Texas Tech,Montana St,Texas Tech,2022
2351,2351,Villanova,Delaware,Villanova,2022
2352,2352,Wisconsin,Colgate,Wisconsin,2022
2353,2353,Arkansas,New Mexico St,Arkansas,2022
2354,2354,Gonzaga,Memphis,Gonzaga,2022
2355,2355,Kansas,Creighton,Kansas,2022
2356,2356,Michigan,Tennessee,Michigan,2022
2357,2357,North Carolina,Baylor,North Carolina,2022
2358,2358,Providence,Richmond,Providence,2022
2359,2359,Saint Peter's,Murray St,Saint Peter's,2022
2360,2360,UCLA,Saint Mary's,UCLA,2022
2361,2361,Arizona,TCU,Arizona,2022
2362,2362,Duke,Michigan St,Duke,2022
2363,2363,Houston,Illinois,Houston,2022
2364,2364,Iowa St,Wisconsin,Iowa St,2022
2365,2365,Miami,Auburn,Miami,2022
2366,2366,Purdue,Texas,Purdue,2022
2367,2367,Texas Tech,Notre Dame,Texas Tech,2022
2368,2368,Villanova,Ohio St,Villanova,2022
2369,2369,Arkansas,Gonzaga,Arkansas,2022
2370,2370,Duke,Texas Tech,Duke,2022
2371,2371,Houston,Arizona,Houston,2022
2372,2372,Villanova,Michigan,Villanova,2022
2373,2373,Kansas,Providence,Kansas,2022
2374,2374,Miami,Iowa St,Miami,2022
2375,2375,North Carolina,UCLA,North Carolina,2022
2376,2376,Saint Peter's,Purdue,Saint Peter's,2022
2377,2377,Duke,Arkansas,Duke,2022
2378,2378,Villanova,Houston,Villanova,2022
2379,2379,Kansas,Miami,Kansas,2022
2380,2380,North Carolina,Saint Peter's,North Carolina,2022
2381,2381,Kansas,Villanova,Kansas,2022
2382,2382,North Carolina,Duke,North Carolina,2022
2383,2383,Kansas,North Carolina,Kansas,2022
2384,2384,Pittsburgh,Mississippi St,Pittsburgh,2023
2385,2385,Texas A&M-CC,SE Missouri St,Texas A&M-CC,2023
2386,2386,Arizona St,Nevada,Arizona St,2023
2387,2387,F Dickinson,Texas So,F Dickinson,2023
2388,2388,Alabama,Texas A&M-CC,Alabama,2023
2389,2389,Arkansas,Illinois,Arkansas,2023
2390,2390,Auburn,Iowa,Auburn,2023
2391,2391,Duke,Oral Roberts,Duke,2023
2392,2392,Furman,Virginia,Furman,2023
2393,2393,Houston,N Kentucky,Houston,2023
2394,2394,Kansas,Howard,Kansas,2023
2395,2395,Maryland,West Virginia,Maryland,2023
2396,2396,Missouri,Utah St,Missouri,2023
2397,2397,Northwestern,Boise St,Northwestern,2023
2398,2398,Penn St,Texas A&M,Penn St,2023
2399,2399,Princeton,Arizona,Princeton,2023
2400,2400,San Diego St,Charleston,San Diego St,2023
2401,2401,Tennessee,Louisiana,Tennessee,2023
2402,2402,Texas,Colgate,Texas,2023
2403,2403,UCLA,NC Asheville,UCLA,2023
2404,2404,Baylor,UCSB,Baylor,2023
2405,2405,UConn,Iona,UConn,2023
2406,2406,Creighton,NC State,Creighton,2023
2407,2407,F Dickinson,Purdue,F Dickinson,2023
2408,2408,Florida Atlantic,Memphis,Florida Atlantic,2023
2409,2409,Gonzaga,Grand Canyon,Gonzaga,2023
2410,2410,Indiana,Kent St,Indiana,2023
2411,2411,Kansas St,Montana St,Kansas St,2023
2412,2412,Kentucky,Providence,Kentucky,2023
2413,2413,Marquette,Vermont,Marquette,2023
2414,2414,Miami,Drake,Miami,2023
2415,2415,Michigan St,USC,Michigan St,2023
2416,2416,Pittsburgh,Iowa St,Pittsburgh,2023
2417,2417,Saint Mary's,VCU,Saint Mary's,2023
2418,2418,TCU,Arizona St,TCU,2023
2419,2419,Xavier,Kennesaw St,Xavier,2023
2420,2420,Alabama,Maryland,Alabama,2023
2421,2421,Arkansas,Kansas,Arkansas,2023
2422,2422,Houston,Auburn,Houston,2023
2423,2423,Princeton,Missouri,Princeton,2023
2424,2424,San Diego St,Furman,San Diego St,2023
2425,2425,Tennessee,Duke,Tennessee,2023
2426,2426,Texas,Penn St,Texas,2023
2427,2427,UCLA,Northwestern,UCLA,2023
2428,2428,UConn,Saint Mary's,UConn,2023
2429,2429,Creighton,Baylor,Creighton,2023
2430,2430,Florida Atlantic,F Dickinson,Florida Atlantic,2023
2431,2431,Gonzaga,TCU,Gonzaga,2023
2432,2432,Kansas St,Kentucky,Kansas St,2023
2433,2433,Miami,Indiana,Miami,2023
2434,2434,Michigan St,Marquette,Michigan St,2023
2435,2435,Xavier,Pittsburgh,Xavier,2023
2436,2436,UConn,Arkansas,UConn,2023
2437,2437,Florida Atlantic,Tennessee,Florida Atlantic,2023
2438,2438,Gonzaga,UCLA,Gonzaga,2023
2439,2439,Kansas St,Michigan St,Kansas St,2023
2440,2440,Creighton,Princeton,Creighton,2023
2441,2441,Miami,Houston,Miami,2023
2442,2442,San Diego St,Alabama,San Diego St,2023
2443,2443,Texas,Xavier,Texas,2023
2444,2444,UConn,Gonzaga,UConn,2023
2445,2445,Florida Atlantic,Kansas St,Florida Atlantic,2023
2446,2446,Miami,Texas,Miami,2023
2447,2447,San Diego St,Creighton,San Diego St,2023
2448,2448,UConn,Miami,UConn,2023
2449,2449,San Diego St,Florida Atlantic,San Diego St,2023
2450,2450,UConn,San Diego St,UConn,2023
2451,2451,Colorado St,Virginia,Colorado St,2024
2452,2452,Wagner,Howard,Wagner,2024
2453,2453,Colorado,Boise St,Colorado,2024
2454,2454,Grambling,Montana St,Grambling,2024
2455,2455,Arizona,Long Beach St,Arizona,2024
2456,2456,Creighton,Akron,Creighton,2024
2457,2457,Dayton,Nevada,Dayton,2024
2458,2458,Duquesne,BYU,Duquesne,2024
2459,2459,Gonzaga,McNeese,Gonzaga,2024
2460,2460,Illinois,Morehead St,Illinois,2024
2461,2461,Iowa St,S Dakota St,Iowa St,2024
2462,2462,Kansas,Samford,Kansas,2024
2463,2463,Michigan St,Mississippi St,Michigan St,2024
2464,2464,NC State,Texas Tech,NC State,2024
2465,2465,North Carolina,Wagner,North Carolina,2024
2466,2466,Oakland,Kentucky,Oakland,2024
2467,2467,Oregon,South Carolina,Oregon,2024
2468,2468,Tennessee,Saint Peter's,Tennessee,2024
2469,2469,Texas,Colorado St,Texas,2024
2470,2470,Washington St,Drake,Washington St,2024
2471,2471,Alabama,Charleston,Alabama,2024
2472,2472,Baylor,Colgate,Baylor,2024
2473,2473,Clemson,New Mexico,Clemson,2024
2474,2474,Colorado,Florida,Colorado,2024
2475,2475,UConn,Stetson,UConn,2024
2476,2476,Duke,Vermont,Duke,2024
2477,2477,Grand Canyon,Saint Mary's,Grand Canyon,2024
2478,2478,Houston,Longwood,Houston,2024
2479,2479,J Madison,Wisconsin,J Madison,2024
2480,2480,Marquette,W Kentucky,Marquette,2024
2481,2481,Northwestern,Florida Atlantic,Northwestern,2024
2482,2482,Purdue,Grambling,Purdue,2024
2483,2483,San Diego St,UAB,San Diego St,2024
2484,2484,Texas A&M,Nebraska,Texas A&M,2024
2485,2485,Utah St,TCU,Utah St,2024
2486,2486,Yale,Auburn,Yale,2024
2487,2487,Arizona,Dayton,Arizona,2024
2488,2488,Creighton,Oregon,Creighton,2024
2489,2489,Gonzaga,Kansas,Gonzaga,2024
2490,2490,Illinois,Duquesne,Illinois,2024
2491,2491,Iowa St,Washington St,Iowa St,2024
2492,2492,NC State,Oakland,NC State,2024
2493,2493,North Carolina,Michigan St,North Carolina,2024
2494,2494,Tennessee,Texas,Tennessee,2024
2495,2495,Alabama,Grand Canyon,Alabama,2024
2496,2496,Clemson,Baylor,Clemson,2024
2497,2497,UConn,Northwestern,UConn,2024
2498,2498,Duke,J Madison,Duke,2024
2499,2499,Houston,Texas A&M,Houston,2024
2500,2500,Marquette,Colorado,Marquette,2024
2501,2501,Purdue,Utah St,Purdue,2024
2502,2502,San Diego St,Yale,San Diego St,2024
2503,2503,Alabama,North Carolina,Alabama,2024
2504,2504,Clemson,Arizona,Clemson,2024
2505,2505,UConn,San Diego St,UConn,2024
2506,2506,Illinois,Iowa St,Illinois,2024
2507,2507,Duke,Houston,Duke,2024
2508,2508,NC State,Marquette,NC State,2024
2509,2509,Purdue,Gonzaga,Purdue,2024
2510,2510,Tennessee,Creighton,Tennessee,2024
2511,2511,Alabama,Clemson,Alabama,2024
2512,2512,UConn,Illinois,UConn,2024
2513,2513,NC State,Duke,NC State,2024
2514,2514,Purdue,Tennessee,Purdue,2024
2515,2515,UConn,Alabama,UConn,2024
2516,2516,Purdue,NC State,Purdue,2024
2517,2517,UConn,Purdue,UConn,2024
